Mothers who had at least 4 antenatal care visits (%),value,{Number},name,"""Mothers who had at least 4 antenatal care visits (%),{PlaceOfResidenceClassification}""",populationType,PregnantWoman,antenatalStatus,Atleast4AntenatalCareVisit,unit,Percent,measurementDenominator,"-antenatalStatus,-name",scalingFactor,100,,,,,,
Mothers whose last birth was protected against neonatal tetanus (%),value,{Number},name,"""Mothers whose last birth was protected against neonatal tetanus (%),{PlaceOfResidenceClassification}""",pregnancyHealthPrevention,ProtectionAgainstNeonatalTetanus,populationType,Mother,unit,Percent,measurementDenominator,"-pregnancyHealthPrevention,-name",scalingFactor,100,,,,,,
Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),value,{Number},name,"""Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),{PlaceOfResidenceClassification}""",healthPrevention,ConsumedIronFolicAcid,consumptionPeriod,[100 - Day],medicalCondition,Pregnant,populationType,Person,unit,Percent,measurementDenominator,"-healthPrevention,-medicalCondition,-name",scalingFactor,100,gender,Female
Mothers who had full antenatal care visits (%),value,{Number},name,"""Mothers who had full antenatal care visits (%,{PlaceOfResidenceClassification})""",populationType,PregnantWoman,antenatalStatus,FullAntenatalCareVisit,unit,Percent,measurementDenominator,"-antenatalStatus,-name",scalingFactor,100,,,,,,
Registered pregnancies for which the mother received a mother and child protection card (MCP)(%),value,{Number},name,"""Registered pregnancies for which the mother received a mother and child protection card ( MCP )(%),{PlaceOfResidenceClassification}""",populationType,PregnantWoman,pregnancyCare,MotherChildProtectionCard,unit,Percent,measurementDenominator,"-pregnancyCare,-name",scalingFactor,100,,,,,,
Mothers who received postnatal care from a doctor or nurse or Lady Health Visitor (LHV) or Auxiliary Nurse Midwifery (ANM) or midwife or other health personnel within 2 days of delivery (%),value,{Number},name,"""Mothers who received postnatal care from a doctor or nurse or Lady Health Visitor ( LHV ) or Auxiliary Nurse Midwifery ( ANM ) or midwife or other health personnel within 2 days of delivery (%),{PlaceOfResidenceClassification}""",postnatalCareReceivedFrom,Doctor__Nurse__LadyHealthVisitor__AuxiliaryNurseMidwifery__Midwife__HealthPersonnel,populationType,Mother,measurementDenominator,"-postnatalCareReceivedFrom,-postnatalCareStatus,-name",postnatalCareStatus,ReceivedWithin2Days,unit,Percent,scalingFactor,100,,,,
Mothers who received financial assistance under janani suraksha yojana (JSY) (%),value,{Number},name,"""Mothers who received financial assistance under janani suraksha yojana (JSY) (%),{PlaceOfResidenceClassification}""",populationType,Mother,pregnancyCare,ReceivedBenefitsUnderJananiSurakshaYojana,unit,Percent,measurementDenominator,"-pregnancyCare,-name",scalingFactor,100,,,,,,
Average out of pocket expenditure for each delivery in public health facility,value,{Number},name,"""Average out of pocket expenditure for each delivery in public health facility,{PlaceOfResidenceClassification}""",measuredProperty,amount,populationType,ExpenditureActivity,healthEstablishmentType,PublicHealthFacility,expenditureType,ChildBirthExpenditure,childBirthMethod,NormalDelivery,statType,meanValue,,,,
Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),value,{Number},name,"""Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),{PlaceOfResidenceClassification}""",birthCenter,House,healthEstablishmentType,HealthFacility,populationType,Children,postBirthCare,ReceivedBirthCareWithin24Hour,unit,Percent,measurementDenominator,"-healthEstablishmentType,-postBirthCare,-name",scalingFactor,100,,
Children who received postnatal care from a doctor or nurse or Lady Health Visitor (LHV) or Auxiliary Nurse Midwifery (ANM) or midwife or other health personnel within 2 days of delivery (%),value,{Number},name,"""Children who received postnatal care from a doctor or nurse or Lady Health Visitor ( LHV ) or Auxiliary Nurse Midwifery ( ANM ) or midwife or other health personnel within 2 days of delivery (%),{PlaceOfResidenceClassification}""",postnatalCareReceivedFrom,Doctor__Nurse__LadyHealthVisitor__AuxiliaryNurseMidwifery__Midwife__HealthPersonnel,populationType,Children,measurementDenominator,"-postnatalCareReceivedFrom,-postnatalCareStatus,-name",postnatalCareStatus,ReceivedWithin2Days,unit,Percent,scalingFactor,100,,,,
"Population and household profile-sex ratio at birth for children born in the last five years (females per 1,000 males)",value,{Number},name,"""Population and household profile-sex ratio at birth for children born in the last five years (females per 1,000 males),{PlaceOfResidenceClassification}""",populationType,BirthEvent,gender,Female,unit,Per1000Males,measurementDenominator,"-name,-gender,+gender=Male",scalingFactor,100,,,,,,
Institutional births (%),value,{Number},name,"""Institutional births (%),{PlaceOfResidenceClassification}""",populationType,BirthEvent,healthEstablishmentType,InstitutionalHealthFacility,measurementDenominator,"-healthEstablishmentType,-name",unit,Percent,scalingFactor,100,,,,,,
Institutional births in public facility (%),value,{Number},name,"""Institutional births in public facility (%),{PlaceOfResidenceClassification}""",populationType,BirthEvent,healthEstablishmentType,PublicHealthFacility,measurementDenominator,"-healthEstablishmentType,-name",unit,Percent,scalingFactor,100,,,,,,
Home births that were conducted by skilled health personnel (%),value,{Number},name,"""Home births that were conducted by skilled health personnel (%),{PlaceOfResidenceClassification}""",birthCenter,House,birthConductedBy,HealthPersonnel,populationType,BirthEvent,unit,Percent,measurementDenominator,"-birthConductedBy,-name",scalingFactor,100,,,,
Births delivered by a doctor/nurse/LHV/ANM/other health personnel (%),value,{Number},name,"""Births delivered by a doctor/nurse/LHV/ANM/other health personnel (%),{PlaceOfResidenceClassification}""",populationType,BirthEvent,birthConductedBy,Doctor__Nurse__LadyHealthVisitor__AuxiliaryNurseMidwifery__HealthPersonnel,measurementDenominator,"-birthConductedBy,-name",unit,Percent,scalingFactor,100,,,,,,
Births delivered by caesarean section (%),value,{Number},name,"""Births delivered by caesarean section (%),{PlaceOfResidenceClassification}""",childBirthMethod,Cesarean,populationType,BirthEvent,measurementDenominator,"-childBirthMethod,-name",unit,Percent,scalingFactor,100,,,,,,
Births in private health facility delivered by caesarean section (%),value,{Number},name,"""Births in private health facility delivered by caesarean section (%),{PlaceOfResidenceClassification}""",childBirthMethod,Cesarean,healthEstablishmentType,PrivateHealthFacility,populationType,BirthEvent,measurementDenominator,"-childBirthMethod,-name",unit,Percent,scalingFactor,100,,,,
Births in public health facility delivered by caesarean section (%),value,{Number},name,"""Births in public health facility delivered by caesarean section (%),{PlaceOfResidenceClassification}""",childBirthMethod,Cesarean,healthEstablishmentType,PublicHealthFacility,populationType,BirthEvent,measurementDenominator,"-childBirthMethod,-name",unit,Percent,scalingFactor,100,,,,
"Children in the age group of 12 to 23 months who are fully immunized (bacille Calmette-Guerin (BCG), measles, and 3 doses each of polio and DPT) (%)",value,{Number},name,"""Children in the age group of 12 to 23 months who are fully immunized (bacille Calmette-Guerin ( BCG ), measles, and 3 doses each of polio and DPT) (%),{PlaceOfResidenceClassification}""",vaccineType,BCG__MeaslesVaccine__Polio__DPT3,vaccineStatus,VaccineAdministered,vaccineDoseReceived,[3 VaccineDose],age,[12 23 Month],populationType,Person,measurementDenominator,"-vaccineType,-vaccineStatus,-name",unit,Percent,scalingFactor,100
Children age group 12 to 23 months who have received Bacillus Calmette Guerin (BCG) (%),value,{Number},name,"""Children age group 12 to 23 months who have received Bacillus Calmette Guerin ( BCG) (%),{PlaceOfResidenceClassification}""",vaccineType,BCG,vaccineStatus,VaccineAdministered,age,[12 23 Month],populationType,Person,measurementDenominator,"-vaccineType,-vaccineStatus,-name",unit,Percent,scalingFactor,100,,
Children age group 12 to 23 months who have received 3 doses of Polio vaccine (%),value,{Number},name,"""Children age group 12 to 23 months who have received 3 doses of Polio vaccine (%),{PlaceOfResidenceClassification}""",vaccineType,Polio,vaccineDoseReceived,[3 VaccineDose],vaccineStatus,VaccineAdministered,age,[12 23 Month],populationType,Person,measurementDenominator,"-name,-vaccineType,-vaccineDoseReceived,-vaccineStatus",unit,Percent,scalingFactor,100
Children under age 5 years whose birth was registered with the civil authority (%),value,{Number},name,"""Children under age 5 years whose birth was registered with the civil authority (%),{PlaceOfResidenceClassification}""",populationType,BirthEvent,birthRegistrationStatus,RegisteredWithCivilAuthority,age,[- 5 Years],measurementDenominator,"-birthRegistrationStatus,-name",unit,Percent,scalingFactor,100,,,,
Children age group 12 to 23 months who have received 3 doses of DPT vaccine (%),value,{Number},name,"""Children age group 12 to 23 months who have received 3 doses of DPT vaccine (%),{PlaceOfResidenceClassification}""",vaccineType,DPT3,vaccineDoseReceived,[3 VaccineDose],vaccineStatus,VaccineAdministered,age,[12 23 Month],populationType,Person,measurementDenominator,"-name,-vaccineType,-vaccineDoseReceived,-vaccineStatus",unit,Percent,scalingFactor,100
Children age group 12 to 23 months who have received 3 doses of measles vaccine (%),value,{Number},name,"""Children age group 12 to 23 months who have received 3 doses of measles vaccine (%),{PlaceOfResidenceClassification}""",vaccineType,MeaslesVaccine,vaccineDoseReceived,[3 VaccineDose],vaccineStatus,VaccineAdministered,age,[12 23 Month],populationType,Person,measurementDenominator,"-vaccineType,-vaccineStatus,-name",unit,Percent,scalingFactor,100
Children age group 12 to 23 months who have received 3 doses of Hepatitis B vaccine (%),value,{Number},name,"""Children age group 12 to 23 months who have received 3 doses of Hepatitis B vaccine (%),{PlaceOfResidenceClassification}""",vaccineType,HepatitisB,vaccineDoseReceived,[3 VaccineDose],vaccineStatus,VaccineAdministered,age,[12 23 Month],populationType,Person,measurementDenominator,"-name,-vaccineType,-vaccineDoseReceived,-vaccineStatus",unit,Percent,scalingFactor,100
Children age 9 to 35 months who received vitamin A dose in the last 6 months (%),value,{Number},name,"""Children age 9 to 35 months who received vitamin A dose in the last 6 months (%),{PlaceOfResidenceClassification}""",vitaminType,VitaminA,age,[9 35 Month],populationType,Person,measurementDenominator,"-vitaminType,-name",unit,Percent,observationPeriod,P6M,scalingFactor,100,,
Children age group 12 to 23 months who received most of their vaccinations in a public health facility (%),value,{Number},name,"""Children age group 12 to 23 months who received most of their vaccinations in a public health facility (%),{PlaceOfResidenceClassification}""",vaccinationCentre,PublicHealthFacility,vaccineStatus,VaccineAdministered,age,[12 23 Month],populationType,Person,measurementDenominator,"-vaccinationCentre,-name",unit,Percent,scalingFactor,100,,
Children age group 12 to 23 months who received most of their vaccinations in a private health facility (%),value,{Number},name,"""Children age group 12 to 23 months who received most of their vaccinations in a private health facility (%),{PlaceOfResidenceClassification}""",vaccineStatus,VaccineAdministered,vaccinationCentre,PrivateHealthFacility,age,[12 23 Month],populationType,Person,measurementDenominator,"-vaccinationCentre,-name",unit,Percent,scalingFactor,100,,
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),value,{Number},name,"""Prevalence of diarrhoea in the 2 weeks preceding the survey (%),{PlaceOfResidenceClassification}""",medicalCondition,Diarrhea,unit,Percent,measurementDenominator,"-medicalCondition,-name",populationType,Person,scalingFactor,100,,,,,,
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (%),value,{Number},name,"""Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (%),{PlaceOfResidenceClassification}""",medicalCondition,Diarrhea,healthPrevention,OralRehydrationSalt,populationType,Children,measurementDenominator,"-healthPrevention,-name",unit,Percent,scalingFactor,100,,,,
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),value,{Number},name,"""Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),{PlaceOfResidenceClassification}""",medicalCondition,Diarrhea,healthPrevention,ReceivedZinc,populationType,Children,measurementDenominator,"-healthPrevention,-name",unit,Percent,scalingFactor,100,,,,
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),value,{Number},name,"""Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),{PlaceOfResidenceClassification}""",medicalCondition,Diarrhea,healthEstablishmentType,HealthFacility__HealthProvider,populationType,Children,measurementDenominator,"-healthEstablishmentType,-name",unit,Percent,scalingFactor,100,,,,
Population living in households with electricity (%),value,{Number},name,"""Population living in households with electricity (%),{PlaceOfResidenceClassification}""",populationType,Households,householdFacilityStatus,WithElectricity,unit,Percent,measurementDenominator,"-householdFacilityStatus,-name",scalingFactor,100,,,,,,
Prevalence of symptoms of Acute Respiratory Infection (ARI) in the 2 weeks preceding the survey (%),value,{Number},name,"""Prevalence of symptoms of Acute Respiratory Infection (ARI) in the 2 weeks preceding the survey (%),{PlaceOfResidenceClassification}""",medicalCondition,SymptomsOfAcuteRespiratoryInfection,unit,Percent,measurementDenominator,"-medicalCondition,-name",populationType,Person,scalingFactor,100,,,,,,
Children with fever or symptoms of acute respiratory infection in the 2 weeks preceding the survey taken to a health facility or health provider (%),value,{Number},name,"""Children with fever or symptoms of acute respiratory infection in the 2 weeks preceding the survey taken to a health facility or health provider (%),{PlaceOfResidenceClassification}""",medicalCondition,Fever__SymptomsOfAcuteRespiratoryInfection,healthEstablishmentType,HealthFacility__HealthProvider,populationType,Children,measurementDenominator,"-healthEstablishmentType,-name",unit,Percent,scalingFactor,100,,,,
Children under age 3 years breastfed within one hour of birth (%),value,{Number},name,"""Children under age 3 years breastfed within one hour of birth (%),{PlaceOfResidenceClassification}""",age,[3 Years],breastFeedingPractice,BreastFeedingWithinOneHourOfBirth,populationType,Person,measurementDenominator,"-breastFeedingPractice,-name",unit,Percent,scalingFactor,100,,,,
Children under age 6 months exclusively breastfed (%),value,{Number},name,"""Children under age 6 months exclusively breastfed (%),{PlaceOfResidenceClassification}""",age,[- 6 Month],foodIntakeType,BreastMilk,populationType,Person,measurementDenominator,"-foodIntakeType,-name",unit,Percent,scalingFactor,100,,,,
Children age group 6 to 8 months receiving solid or semisolid food and breastmilk (%),value,{Number},name,"""Children age group 6 to 8 months receiving solid or semisolid food and breastmilk (%),{PlaceOfResidenceClassification}""",foodIntakeType,SolidFood__SemisolidFood__BreastMilk,age,[6 8 Month],populationType,Person,measurementDenominator,"-foodIntakeType,-name",unit,Percent,scalingFactor,100,,,,
Breastfeeding children age group 6 to 23 months receiving an adequate diet (%),value,{Number},name,"""Breastfeeding children age group 6 to 23 months receiving an adequate diet (%),{PlaceOfResidenceClassification}""",foodIntakeType,BreastMilk,dietType,AdequateDiet,age,[6 23 Month],populationType,Person,measurementDenominator,"-dietType,-name",unit,Percent,scalingFactor,100,,
Non-breastfeeding children age group 6 to 23 months receiving an adequate diet (%),value,{Number},name,"""Non-breastfeeding children age group 6 to 23 months receiving an adequate diet (%),{PlaceOfResidenceClassification}""",foodIntakeType,OtherThanBreastFeeding,dietType,AdequateDiet,age,[6 23 Month],populationType,Person,measurementDenominator,"-dietType,-name",unit,Percent,scalingFactor,100,,
Children age group 6 to 23 months receiving an adequate diet (%),value,{Number},name,"""Children age group 6 to 23 months receiving an adequate diet (%),{PlaceOfResidenceClassification}""",age,[6 23 Month],populationType,Person,dietType,AdequateDiet,unit,Percent,measurementDenominator,"-dietType,-name",scalingFactor,100,,,,
Children under 5 years who are stunted (height-for-age) (%),value,{Number},name,"""Children under 5 years who are stunted ( height-for-age ) (%),{PlaceOfResidenceClassification}""",medicalCondition,Stunted,age,[- 5 Years],populationType,Person,measurementDenominator,"-medicalCondition,-name",unit,Percent,scalingFactor,100,,,,
Children under 5 years who are wasted (weight-for-height) (%),value,{Number},name,"""Children under 5 years who are wasted ( weight-for-height ) (%),{PlaceOfResidenceClassification}""",populationType,Person,age,[- 5 Years],medicalCondition,Wasting,unit,Percent,measurementDenominator,"-medicalCondition,-name",scalingFactor,100,,,,
Population living in households with an improved drinking-water source (%),value,{Number},name,"""Population living in households with an improved drinking-water source (%),{PlaceOfResidenceClassification}""",populationType,Households,householdFacilityStatus,ImprovedDrinkingWaterSource,unit,Percent,measurementDenominator,"-householdFacilityStatus,-name",scalingFactor,100,,,,,,
Children under 5 years who are severely wasted (weight-for-height) (%),value,{Number},name,"""Children under 5 years who are severely wasted ( weight-for-height ) (%),{PlaceOfResidenceClassification}""",populationType,Person,age,[- 5 Years],medicalCondition,SevereWasting,measurementDenominator,"-medicalCondition,-name",unit,Percent,scalingFactor,100,,,,
Children under 5 years who are underweight (weight-for-age) (%),value,{Number},name,"""Children under 5 years who are underweight ( weight-for-age ) (%),{PlaceOfResidenceClassification}""",age,[- 5 Years],healthBehavior,Underweight,populationType,Person,measurementDenominator,"-healthBehavior,-name",unit,Percent,scalingFactor,100,,,,
Women with body mass index (BMI) below normal (%),value,{Number},name,"""Women with body mass index ( BMI ) below normal (%),{PlaceOfResidenceClassification}""",healthBehavior,BodyMassIndexBelowNormal,gender,Female,unit,Percent,measurementDenominator,"-healthBehavior,-name",populationType,Person,scalingFactor,100,,,,
Men with body mass index (BMI) below normal (%),value,{Number},name,"""Men with body mass index ( BMI ) below normal (%),{PlaceOfResidenceClassification}""",healthBehavior,BodyMassIndexBelowNormal,gender,Male,unit,Percent,measurementDenominator,"-healthBehavior,-name",populationType,Person,scalingFactor,100,,,,
Women who are overweight or obese (%),value,{Number},name,"""Women who are overweight or obese (%),{PlaceOfResidenceClassification}""",healthBehavior,Overweight__Obesity,gender,Female,unit,Percent,measurementDenominator,"-healthBehavior,-name",populationType,Person,scalingFactor,100,,,,
Men who are overweight or obese (%),value,{Number},name,"""Men who are overweight or obese (%),{PlaceOfResidenceClassification}""",healthBehavior,Overweight__Obesity,gender,Male,unit,Percent,measurementDenominator,"-healthBehavior,-name",populationType,Person,scalingFactor,100,,,,
Children age group 6 to 59 months who are anaemic (%),value,{Number},name,"""Children age group 6 to 59 months who are anaemic (%),{PlaceOfResidenceClassification}""",age,[6 59 Month],medicalCondition,Anaemia,populationType,Person,measurementDenominator,"-medicalCondition,-name",unit,Percent,scalingFactor,100,,,,
Non-pregnant women age group 15 to 49 years who are anaemic (%),value,{Number},name,"""Non-pregnant women age group 15 to 49 years who are anaemic (%),{PlaceOfResidenceClassification}""",age,[15 49 Years],medicalCondition,Anaemia,measurementDenominator,"-medicalCondition,-name",populationType,NonPregnantWoman,unit,Percent,scalingFactor,100,,,,
Pregnant women age group 15 to 49 years who are anaemic (%),value,{Number},name,"""Pregnant women age group 15 to 49 years who are anaemic (%),{PlaceOfResidenceClassification}""",medicalCondition,Anaemia,age,[15 49 Years],unit,Percent,measurementDenominator,"-medicalCondition,-name",populationType,PregnantWoman,gender,Female,scalingFactor,100,,
Women age group 15 to 49 years who are anaemic (%),value,{Number},name,"""Women age group 15 to 49 years who are anaemic (%),{PlaceOfResidenceClassification}""",gender,Female,age,[15 49 Years],medicalCondition,Anaemia,measurementDenominator,"-medicalCondition,-name",populationType,Person,unit,Percent,scalingFactor,100,,
Population living in households that use an improved sanitation facility (%),value,{Number},name,"""Population living in households that use an improved sanitation facility (%),{PlaceOfResidenceClassification}""",populationType,Households,householdFacilityStatus,ImprovedSanitationFacility,unit,Percent,measurementDenominator,"-householdFacilityStatus,-name",scalingFactor,100,,,,,,
Men age group 15 to 49 years who are anaemic (%),value,{Number},name,"""Men age group 15 to 49 years who are anaemic (%),{PlaceOfResidenceClassification}""",gender,Male,age,[15 49 Years],medicalCondition,Anaemia,measurementDenominator,"-medicalCondition,-name",populationType,Person,unit,Percent,scalingFactor,100,,
Women suffering from high blood sugar level (%),value,{Number},name,"""Women suffering from high blood sugar level (%),{PlaceOfResidenceClassification}""",healthOutcome,HighBloodSugarLevel,gender,Female,unit,Percent,measurementDenominator,"-healthOutcome,-name",populationType,Person,scalingFactor,100,,,,
Women suffering from very high blood sugar level (%),value,{Number},name,"""Women suffering from very high blood sugar level (%),{PlaceOfResidenceClassification}""",healthOutcome,VeryHighBloodSugarLevel,gender,Female,unit,Percent,measurementDenominator,"-healthOutcome,-name",populationType,Person,scalingFactor,100,,,,
Men suffering from high blood sugar level (%),value,{Number},name,"""Men suffering from high blood sugar level (%),{PlaceOfResidenceClassification}""",healthOutcome,HighBloodSugarLevel,gender,Male,unit,Percent,measurementDenominator,"-healthOutcome,-name",populationType,Person,scalingFactor,100,,,,
Men suffering from very high blood sugar level (%),value,{Number},name,"""Men suffering from very high blood sugar level (%),{PlaceOfResidenceClassification}""",healthOutcome,VeryHighBloodSugarLevel,gender,Male,unit,Percent,measurementDenominator,"-healthOutcome,-name",populationType,Person,scalingFactor,100,,,,
Women-mildly elevated blood pressure (%),value,{Number},name,"""Women-mildly elevated blood pressure (%),{PlaceOfResidenceClassification}""",healthOutcome,MidlyElevatedBloodPressure,gender,Female,unit,Percent,measurementDenominator,"-healthOutcome,-name",populationType,Person,scalingFactor,100,,,,
